"Scenario_EpCon_ID_Resp","generated response","group"
"scenario 13_ignorance_124_1","look at the date of the concert",""
"scenario 13_ignorance_127_1","buy the tickets himself",""
"scenario 13_ignorance_134_1","Guilt trip friends and family to purchase them",""
"scenario 13_ignorance_135_1","call friends to sell tickets",""
"scenario 13_ignorance_146_1","He could buy them all himself.",""
"scenario 13_ignorance_152_1","call everyone he knows",""
"scenario 13_ignorance_157_1","Sell tickets at work. ",""
"scenario 13_ignorance_159_1","buy it himself",""
"scenario 13_ignorance_165_1","Buy the rest of the tickets on his own ",""
"scenario 13_ignorance_166_1","Give the tickets away",""
"scenario 13_ignorance_168_1","Call everyone he knows and ask them to buy tickets.",""
"scenario 13_ignorance_170_1","Jamie could buy the tickets himself",""
"scenario 13_ignorance_176_1","Post to social media",""
"scenario 13_ignorance_180_1","buy all the tickets himself",""
"scenario 13_ignorance_182_1","Ask his coworkers to buy tickets. ",""
"scenario 13_ignorance_183_1","call friends and family",""
"scenario 13_ignorance_184_1","She will find out and then will not worry",""
"scenario 13_ignorance_185_1","Buy all the tickets himself",""
"scenario 13_ignorance_191_1","Ask his friends to buy tickets.",""
"scenario 13_ignorance_202_1","He buys all the tickets himself",""
"scenario 13_ignorance_204_1","Use social media to let people know tickets are available",""
"scenario 13_ignorance_208_1","He can tell someone he has more tickets to sell and they probably tell him the real date",""
"scenario 13_ignorance_218_1","Jamie can simply pay for all of the tickets, and give them away.",""
"scenario 13_ignorance_222_1","call the school for advice",""
"scenario 13_ignorance_226_1","Verify the correct concert date",""
"scenario 13_ignorance_230_1","Double check the concert date",""
"scenario 13_ignorance_237_1","Go back to verify the date of the concert.",""
"scenario 13_ignorance_239_1","Ask a friend for help",""
"scenario 13_ignorance_240_1","Jamie should look on the internet for ideas on how to sell tickets quickly.",""
"scenario 13_ignorance_241_1","Buy 50 tickets",""
"scenario 13_ignorance_247_1","Accept that he did not meet his goal",""
"scenario 13_ignorance_251_1","Recruit friends from work to buy tickets",""
"scenario 13_ignorance_252_1","Clarify the concert date",""
"scenario 13_ignorance_265_1","Buy all of the tickets himself",""
"scenario 13_ignorance_273_1","Panic and shut down",""
"scenario 13_ignorance_276_1","amie could create a sense of urgency by reaching out to friends, family, and other parents to let them know about the upcoming concert and the need to sell more tickets.",""
"scenario 13_ignorance_278_1","call the event place for the deadline to sell tickets by",""
"scenario 13_ignorance_282_1","purchase tickets yourself",""
"scenario 13_ignorance_284_1","He could ask his family to buy some",""
"scenario 13_ignorance_289_1","reread the ticket information",""
"scenario 13_ignorance_298_1","Give up",""
"scenario 13_ignorance_299_1","local businesses; partner with local businesses to promote the concert at their locattionsand possibly offer tickets for sale there.",""
"scenario 13_ignorance_300_1","Jamie 1st needs to call someone in fundraising ",""
"scenario 13_ignorance_303_1","Contact other parents for more information",""
"scenario 13_ignorance_304_1","Post to social media for people to buy tickets",""
"scenario 13_ignorance_305_1","Jamie could run a promo for lovers and friends.",""
"scenario 13_ignorance_309_1","reach out to friends and family to purchase the tickets",""
"scenario 13_ignorance_310_1","Quickly reach out to potential ticket buyers through phone calls, emails, or social media to inform them about the upcoming concert and encourage ticket purchases.",""
"scenario 13_ignorance_315_1","Post to social media to spread the word",""
"scenario 13_ignorance_325_1","He could buy the tickets himeself",""
"scenario 13_ignorance_329_1","call parents",""
"scenario 13_ignorance_332_1","use the school newspaper",""
"scenario 13_ignorance_333_1","Cold call his freinds",""
"scenario 13_ignorance_339_1","Sell at a discount",""
"scenario 13_ignorance_349_1","Ask someone what day is the concert. ",""
"scenario 13_ignorance_354_1","Use Social Media Platforms",""
"scenario 13_ignorance_356_1","make a post on social media asking if anyone wants tickets",""
"scenario 13_ignorance_360_1","Sell tickets at a coffee shop",""
"scenario 13_ignorance_361_1","Ask his coworkers",""
"scenario 13_ignorance_385_1","put an ad out on social media",""
"scenario 13_ignorance_390_1","try social media to sell the tickets",""
"scenario 13_ignorance_392_1","Go outside a busy area to sell tickets",""
"scenario 13_ignorance_397_1","check to see when the correct date is",""
"scenario 13_ignorance_399_1","Pay himself to reach the goal",""
"scenario 13_ignorance_406_1","Utilize Social Media",""
"scenario 13_ignorance_416_1","Jamie could donate the money for the 50 tickets instead.",""
"scenario 13_ignorance_417_1","double check the date",""
"scenario 14_knowledge_13_1","Land at the emergency spot.",""
"scenario 14_knowledge_17_1","land the plane",""
"scenario 14_knowledge_20_1","Radio air traffic control (if any) at nearby landing spot",""
"scenario 14_knowledge_21_1","get to the nearest landing site",""
"scenario 14_knowledge_22_1","try to do perfectly",""
"scenario 14_knowledge_31_1","Maddox could contact air traffic control and ask their advice.",""
"scenario 14_knowledge_33_1","Continue flying normally",""
"scenario 14_knowledge_34_1","she",""
"scenario 14_knowledge_35_1","go to the closer landing",""
"scenario 14_knowledge_36_1","Land at the nearest spot.",""
"scenario 14_knowledge_37_1","prepare for emergancy landing",""
"scenario 14_knowledge_40_1","go to emergency landing ",""
"scenario 14_knowledge_44_1","Go to the safety landing spot",""
"scenario 14_knowledge_48_1","declare an emergency",""
"scenario 14_knowledge_50_1","Land at the emergency landing spot.",""
"scenario 14_knowledge_51_1","Make it to the emergency landing spot.",""
"scenario 14_knowledge_53_1","Route for the close spot and land there",""
"scenario 14_knowledge_54_1","Emergency land",""
"scenario 14_knowledge_60_1","fly through the storm",""
"scenario 14_knowledge_61_1","Radio the tower and ask for advice",""
"scenario 14_knowledge_63_1","Contact the tower",""
"scenario 14_knowledge_70_1","Check the remaining fuel and assess whether it's sufficient to reach the emergency landing spot safely.",""
"scenario 14_knowledge_73_1","Fly lower",""
"scenario 14_knowledge_76_1","MADDOX WILL ALERT FLIGHT CONTROL OF HIS SITUATION",""
"scenario 14_knowledge_77_1","land in a field",""
"scenario 14_knowledge_82_1","Quickly evaluate the severity of the weather conditions and the safety of continuing to fly towards the original destination.",""
"scenario 14_knowledge_84_1","Land the plane in the emergency landing",""
"scenario 14_knowledge_87_1","Maddox could land at the emergency landing spot",""
"scenario 14_knowledge_95_1","drive to the emergency landing ",""
"scenario 14_knowledge_96_1","Go to the separate emergency landing spot",""
"scenario 14_knowledge_103_1","Fly to the emergency landing.",""
"scenario 14_knowledge_104_1","Land at the emergency landing spot",""
"scenario 14_knowledge_112_1","Fly to the emergency landing spot .",""
"scenario 14_knowledge_113_1","Go to the emergency landing",""
"scenario 14_knowledge_116_1","Radio in to emergency spot for landing clearance ",""
"scenario 14_knowledge_118_1","land in the emergency landing spot",""
"scenario 14_knowledge_119_1","go to the emergency landing spot",""
"scenario 14_knowledge_124_1","plan to land in emergency area",""
"scenario 14_knowledge_132_1","land at the emergency spot",""
"scenario 14_knowledge_134_1","Land at the emergency landing",""
"scenario 14_knowledge_139_1","Land at the emergency landing spot and wait for the weather to improve",""
"scenario 14_knowledge_147_1","Land and the emergency spot.",""
"scenario 14_knowledge_151_1","sos",""
"scenario 14_knowledge_172_1","pilot",""
"scenario 14_knowledge_175_1","Make the nearby emergency landing",""
"scenario 14_knowledge_181_1","Radio a mayday call for help.",""
"scenario 14_knowledge_186_1","Fly to the emergency landing",""
"scenario 14_knowledge_187_1","Maddox could land in the emergency spot",""
"scenario 14_knowledge_193_1","land in nearby spot",""
"scenario 14_knowledge_195_1","Maddox could radio the emergency landing spot and tell them he needed to land.",""
"scenario 14_knowledge_201_1","Land at the spot",""
"scenario 14_knowledge_207_1","He can go to the emergency landing spot",""
"scenario 14_knowledge_208_1","Get to the emergency landing spot as quickly as possible ",""
"scenario 14_knowledge_218_1","He can simply adjust course to the emergency landing spot.",""
"scenario 14_knowledge_219_1","make an emergency landing 20 miles away",""
"scenario 14_knowledge_221_1","Land at the 20 miles away.",""
"scenario 14_knowledge_223_1","Land in the emergency spot",""
"scenario 14_knowledge_228_1","Choose Suitable Landing Area",""
"scenario 14_knowledge_230_1","Land in the emergency spot",""
"scenario 14_knowledge_236_1","Maddox should assess the severity of the weather conditions and the current state of his aircraft.",""
"scenario 14_knowledge_249_1","Continue flying for 100 miles and risk it",""
"scenario 14_knowledge_251_1","Plan for the emergency landing that is closer",""
"scenario 14_knowledge_255_1","Go to the emergency landing spot and wait for the weather to calm down.",""
"scenario 14_knowledge_257_1","he could keep flying to the place that 100 miles",""
"scenario 14_knowledge_258_1","He can land at the emergency landing spot.",""
"scenario 14_knowledge_259_1","make emergency landing",""
"scenario 14_knowledge_264_1","turn back",""
"scenario 14_knowledge_271_1","land",""
"scenario 14_knowledge_272_1","contact Air Traffic Control to declare an emergency situation ",""
"scenario 14_knowledge_273_1","Go to the emergency landing location",""
"scenario 14_knowledge_274_1","Calm down and think clearly ",""
"scenario 14_knowledge_275_1","Continue to the designated landing spot",""
"scenario 14_knowledge_279_1","head to the emergency landing spot",""
"scenario 14_knowledge_282_1","Call for help",""
"scenario 14_knowledge_290_1","Head to the emergency spots",""
"scenario 14_knowledge_299_1"," Safety is the primary concern, and the closer location could be crucial in avoiding the worsening weather.",""
"scenario 14_knowledge_302_1","Prioritize Safety",""
"scenario 14_knowledge_305_1","He could call for assistance on what to  do",""
"scenario 14_knowledge_308_1","use emergency landing spot",""
"scenario 14_knowledge_309_1","land at the emergency landing",""
"scenario 14_knowledge_310_1","Descend immediately to a lower altitude to navigate around the worsening weather conditions.",""
"scenario 14_knowledge_311_1","Land the plane.",""
"scenario 14_knowledge_319_1","change route to land at the emergency landing spot",""
"scenario 14_knowledge_323_1","keep flying",""
"scenario 14_knowledge_349_1","Land the plane at the emergency landing spot. ",""
"scenario 14_knowledge_350_1","Land in the emergency spot",""
"scenario 14_knowledge_353_1","Emergency land ",""
"scenario 14_knowledge_360_1","Radio ahead to land 20 miles away",""
"scenario 14_knowledge_365_1","radio ahead to notify someone of his plans",""
"scenario 14_knowledge_370_1","Land in the emergency landing spot 20 miles away",""
"scenario 14_knowledge_372_1","Head to the closer landing spot",""
"scenario 14_knowledge_376_1","contact air traffic control and await further instructions",""
"scenario 14_knowledge_378_1","land in the nearby spot",""
"scenario 14_knowledge_383_1","do an emergency landing",""
